	player	hardWin	clayWin	grassWin	hardLose	clayLose	grassLose
991	Baccanello P.	0.6666666666666666	0.5	0.6666666666666666	0.3333333333333333	0.5	0.3333333333333333
992	Singh N.	0.5	0.5	0.5	0.5	0.5	0.5
993	Llodra M.	0.9895833333333334	0.9545454545454546	0.9743589743589743	0.010416666666666666	0.045454545454545456	0.02564102564102564
994	Rieschick S.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
995	Kohlschreiber P..	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
996	Udomchoke D.	0.9285714285714286	0.5	0.8571428571428571	0.07142857142857142	0.5	0.14285714285714285
997	Rosset M.	0.9166666666666666	0.9	0.8333333333333334	0.08333333333333333	0.1	0.16666666666666666
998	Barrere G.	0.5	0.5	0.5	0.5	0.5	0.5
999	Trongcharoenchaikul W.	0.5	0.5	0.5	0.5	0.5	0.5
1000	Youzhny M.	0.9952380952380953	0.991304347826087	0.9824561403508771	0.004761904761904762	0.008695652173913044	0.017543859649122806
1001	Gerasimov E.	0.5	0.5	0.5	0.5	0.5	0.5
1002	Kirillov E.	0.5	0.5	0.5	0.5	0.5	0.5
1003	Djokovic M.	0.5	0.5	0.5	0.5	0.5	0.5
1004	Chung H.	0.9166666666666666	0.8333333333333334	0.6666666666666666	0.08333333333333333	0.16666666666666666	0.3333333333333333
1005	Wessels P.	0.9285714285714286	0.75	0.9090909090909091	0.07142857142857142	0.25	0.09090909090909091
1006	Gamonal H.	0.5	0.75	0.5	0.5	0.25	0.5
1007	Gross O.	0.5	0.8	0.5	0.5	0.2	0.5
1008	Boutter J.	0.9375	0.9655172413793104	0.5	0.0625	0.034482758620689655	0.5
1009	Hantschek M.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1010	Herbert P-H.	0.5	0.5	0.5	0.5	0.5	0.5
1011	Shyla Y.	0.5	0.5	0.5	0.5	0.5	0.5
1012	Ancic M.	0.989010989010989	0.9705882352941176	0.9743589743589743	0.01098901098901099	0.029411764705882353	0.02564102564102564
1013	Ram A.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1014	Matsui T.	0.75	0.5	0.5	0.25	0.5	0.5
1015	Olaso G.	0.5	0.75	0.5	0.5	0.25	0.5
1016	Bohaboy D.	0.5	0.5	0.5	0.5	0.5	0.5
1017	Peralta J.	0.5	0.5	0.5	0.5	0.5	0.5
1018	Krajan Z.	0.6666666666666666	0.8888888888888888	0.5	0.3333333333333333	0.1111111111111111	0.5
1019	Granollers M.	0.9861111111111112	0.989010989010989	0.9090909090909091	0.013888888888888888	0.01098901098901099	0.09090909090909091
1020	Ram R.	0.96875	0.8	0.9375	0.03125	0.2	0.0625
1021	Eubanks C.	0.5	0.5	0.5	0.5	0.5	0.5
1022	Ruevski P.	0.5	0.5	0.5	0.5	0.5	0.5
1023	Herm-Zahlava J.	0.5	0.5	0.5	0.5	0.5	0.5
1024	Todero N.	0.5	0.5	0.5	0.5	0.5	0.5
1025	Elsner D.	0.5	0.8333333333333334	0.5	0.5	0.16666666666666666	0.5
1026	Koenig R.	0.5	0.5	0.5	0.5	0.5	0.5
1027	Krajicek A.	0.9230769230769231	0.5	0.6666666666666666	0.07692307692307693	0.5	0.3333333333333333
1028	Decoud S.	0.5	0.75	0.5	0.5	0.25	0.5
1029	Halys Q.	0.75	0.6666666666666666	0.5	0.25	0.3333333333333333	0.5
1030	Vlasov D.	0.5	0.5	0.5	0.5	0.5	0.5
1031	Bai Y.	0.75	0.5	0.5	0.25	0.5	0.5
1032	Phau B.	0.9795918367346939	0.9473684210526315	0.6666666666666666	0.02040816326530612	0.05263157894736842	0.3333333333333333
1033	Moser F.	0.5	0.5	0.5	0.5	0.5	0.5
1034	Zopp J.	0.8571428571428571	0.8571428571428571	0.5	0.14285714285714285	0.14285714285714285	0.5
1035	Murray A.	0.9971910112359551	0.9878048780487805	0.9878048780487805	0.0028089887640449437	0.012195121951219513	0.012195121951219513
1036	Opelka R.	0.8571428571428571	0.5	0.5	0.14285714285714285	0.5	0.5
1037	Puentes G.	0.6666666666666666	0.8	0.6666666666666666	0.3333333333333333	0.2	0.3333333333333333
1038	Berrer M.	0.9827586206896551	0.9444444444444444	0.8888888888888888	0.017241379310344827	0.05555555555555555	0.1111111111111111
1039	Hanescu V.	0.975609756097561	0.9907407407407407	0.9230769230769231	0.024390243902439025	0.009259259259259259	0.07692307692307693
1040	Gimeno-Traver D.	0.9473684210526315	0.9857142857142858	0.6666666666666666	0.05263157894736842	0.014285714285714285	0.3333333333333333
1041	Zayid M. S.	0.5	0.5	0.5	0.5	0.5	0.5
1042	Prpic A.	0.5	0.5	0.5	0.5	0.5	0.5
1043	Vik R.	0.875	0.9	0.6666666666666666	0.125	0.1	0.3333333333333333
1044	Sidorenko A.	0.75	0.5	0.5	0.25	0.5	0.5
1045	Herbert P.H.	0.9	0.5	0.8333333333333334	0.1	0.5	0.16666666666666666
1046	Torebko P.	0.5	0.5	0.5	0.5	0.5	0.5
1047	Mcdonald M.	0.5	0.5	0.5	0.5	0.5	0.5
1048	Goellner M.K.	0.75	0.75	0.5	0.25	0.25	0.5
1049	Brugues-Davi A.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1050	Lipsky S.	0.5	0.5	0.5	0.5	0.5	0.5
1051	Ayala D.	0.5	0.5	0.5	0.5	0.5	0.5
1052	Sonego L.	0.5	0.5	0.5	0.5	0.5	0.5
1053	Sun P.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1054	Agenor R.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1055	Bagnis F.	0.5	0.9230769230769231	0.5	0.5	0.07692307692307693	0.5
1056	Sanguinetti D.	0.9838709677419355	0.9473684210526315	0.9285714285714286	0.016129032258064516	0.05263157894736842	0.07142857142857142
1057	Bedene A.	0.9655172413793104	0.9473684210526315	0.8571428571428571	0.034482758620689655	0.05263157894736842	0.14285714285714285
1058	Harrison C.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1059	Gomez L.	0.5	0.5	0.5	0.5	0.5	0.5
1060	Witten J.	0.5	0.5	0.5	0.5	0.5	0.5
1061	Chardy J.	0.9886363636363636	0.9846153846153847	0.9411764705882353	0.011363636363636364	0.015384615384615385	0.058823529411764705
1062	Dustov F.	0.5	0.5	0.5	0.5	0.5	0.5
1063	Faurel J.C.	0.75	0.5	0.5	0.25	0.5	0.5
1064	Vacek J.	0.9285714285714286	0.8333333333333334	0.9375	0.07142857142857142	0.16666666666666666	0.0625
1065	Klizan M.	0.9777777777777777	0.9782608695652174	0.8333333333333334	0.022222222222222223	0.021739130434782608	0.16666666666666666
1066	Vesely J.	0.9629629629629629	0.9615384615384616	0.9090909090909091	0.037037037037037035	0.038461538461538464	0.09090909090909091
1067	Santillan A.	0.5	0.5	0.5	0.5	0.5	0.5
1068	Venus M.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1069	Clezar G.	0.5	0.5	0.5	0.5	0.5	0.5
1070	Carballes Baena R.	0.5	0.9166666666666666	0.5	0.5	0.08333333333333333	0.5
1071	Ilie A.	0.9230769230769231	0.9090909090909091	0.5	0.07692307692307693	0.09090909090909091	0.5
1072	Brizzi A.	0.5	0.5	0.5	0.5	0.5	0.5
1073	Ziadi M.	0.5	0.5	0.5	0.5	0.5	0.5
1074	Chang M.	0.95	0.8571428571428571	0.75	0.05	0.14285714285714285	0.25
1075	Nestor D.	0.8	0.5	0.6666666666666666	0.2	0.5	0.3333333333333333
1076	Marin J.A.	0.5	0.9473684210526315	0.5	0.5	0.05263157894736842	0.5
1077	Zayed M.S.	0.5	0.5	0.5	0.5	0.5	0.5
1078	Dasnieres de Veigy J.	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5
1079	Arthurs W.	0.9818181818181818	0.9411764705882353	0.9583333333333334	0.01818181818181818	0.058823529411764705	0.041666666666666664
1080	Caratti C.	0.5	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333
1081	Moya C.	0.9927007299270073	0.9946808510638298	0.8333333333333334	0.0072992700729927005	0.005319148936170213	0.16666666666666666
1082	Riba P.	0.8	0.9523809523809523	0.5	0.2	0.047619047619047616	0.5
1083	De Greef A.	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5
1084	Munoz De La Nava D.	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5
1085	Levine I.	0.5	0.5	0.5	0.5	0.5	0.5
1086	Marrero D.	0.5	0.8	0.5	0.5	0.2	0.5
1087	Artunedo Martinavarro A.	0.5	0.5	0.5	0.5	0.5	0.5
1088	Sultan-Khalfan A.	0.5	0.5	0.5	0.5	0.5	0.5
1089	Quigley E.	0.5	0.5	0.5	0.5	0.5	0.5
1090	Wilson B.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1091	Arnaboldi A.	0.5	0.8	0.5	0.5	0.2	0.5
1092	Jonsson F.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1093	Del Bonis F.	0.5	0.875	0.5	0.5	0.125	0.5
1094	Capalik K.	0.5	0.5	0.75	0.5	0.5	0.25
1095	El Amrani R.	0.5	0.75	0.5	0.5	0.25	0.5
1096	Montcourt M.	0.5	0.8333333333333334	0.5	0.5	0.16666666666666666	0.5
1097	Thiem D.	0.9818181818181818	0.9836065573770492	0.9166666666666666	0.01818181818181818	0.01639344262295082	0.08333333333333333
1098	Kyrgios N.	0.9782608695652174	0.9523809523809523	0.9166666666666666	0.021739130434782608	0.047619047619047616	0.08333333333333333
1099	Coetzee J.	0.5	0.5	0.5	0.5	0.5	0.5
1100	Idmbarek Y.	0.5	0.5	0.5	0.5	0.5	0.5
1101	di Pasquale A.	0.8571428571428571	0.9230769230769231	0.5	0.14285714285714285	0.07692307692307693	0.5
1102	Traykov I.	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5
1103	Lopez F.	0.995475113122172	0.990909090909091	0.9836065573770492	0.004524886877828055	0.00909090909090909	0.01639344262295082
1104	Smith J.P.	0.6666666666666666	0.5	0.8333333333333334	0.3333333333333333	0.5	0.16666666666666666
1105	Adaktusson J.	0.5	0.5	0.5	0.5	0.5	0.5
1106	Golding O.	0.5	0.5	0.5	0.5	0.5	0.5
1107	Fyrstenberg M.	0.5	0.5	0.5	0.5	0.5	0.5
1108	Groth S.	0.9523809523809523	0.8	0.9230769230769231	0.047619047619047616	0.2	0.07692307692307693
1109	Oswald P.	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5
1110	Matias N.	0.5	0.5	0.5	0.5	0.5	0.5
1111	Ouahab L.	0.5	0.8333333333333334	0.5	0.5	0.16666666666666666	0.5
1112	Robredo T.	0.9950980392156863	0.9955357142857143	0.9666666666666667	0.004901960784313725	0.004464285714285714	0.03333333333333333
1113	Tearney F.	0.5	0.5	0.5	0.5	0.5	0.5
1114	Yang T.H.	0.5	0.5	0.5	0.5	0.5	0.5
1115	Saulnier C.	0.9782608695652174	0.8333333333333334	0.9166666666666666	0.021739130434782608	0.16666666666666666	0.08333333333333333
1116	Black W.	0.8333333333333334	0.5	0.75	0.16666666666666666	0.5	0.25
1117	Bowles C.	0.5	0.5	0.5	0.5	0.5	0.5
1118	Granollers G.	0.5	0.5	0.5	0.5	0.5	0.5
1119	Tabara M.	0.9473684210526315	0.9285714285714286	0.5	0.05263157894736842	0.07142857142857142	0.5
1120	Pavlasek A.	0.5	0.8	0.5	0.5	0.2	0.5
1121	Granollers-Pujol G.	0.5	0.5	0.5	0.5	0.5	0.5
1122	Al-Alawi S.K.	0.5	0.5	0.5	0.5	0.5	0.5
1123	Machado R.	0.6666666666666666	0.9166666666666666	0.5	0.3333333333333333	0.08333333333333333	0.5
1124	Im K.T.	0.5	0.5	0.5	0.5	0.5	0.5
1125	Bester P.	0.5	0.5	0.5	0.5	0.5	0.5
1126	Kuznetsov An.	0.9666666666666667	0.9565217391304348	0.875	0.03333333333333333	0.043478260869565216	0.125
1127	Westerhof B.	0.5	0.5	0.5	0.5	0.5	0.5
1128	Smyczek T.	0.967741935483871	0.8	0.8	0.03225806451612903	0.2	0.2
1129	Friedl L.	0.5	0.75	0.5	0.5	0.25	0.5
1130	Spadea V.	0.990909090909091	0.9629629629629629	0.9565217391304348	0.00909090909090909	0.037037037037037035	0.043478260869565216
1131	Delic A.	0.9523809523809523	0.6666666666666666	0.75	0.047619047619047616	0.3333333333333333	0.25
1132	Prpic F.	0.75	0.5	0.5	0.25	0.5	0.5
1133	Diez S.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1134	Sanchez de Luna J.A.	0.5	0.5	0.5	0.5	0.5	0.5
1135	Amritraj P.	0.8571428571428571	0.5	0.8888888888888888	0.14285714285714285	0.5	0.1111111111111111
1136	Millman J.	0.9545454545454546	0.5	0.8571428571428571	0.045454545454545456	0.5	0.14285714285714285
1137	Middelkoop M.	0.5	0.5	0.5	0.5	0.5	0.5
1138	Rascon T.	0.5	0.5	0.5	0.5	0.5	0.5
1139	Romboli F.	0.5	0.5	0.5	0.5	0.5	0.5
1140	Lemke J.	0.5	0.5	0.5	0.5	0.5	0.5
1141	Scherrer J.C.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1142	Stark J.	0.5	0.5	0.5	0.5	0.5	0.5
1143	Pescosolido S.	0.5	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333
1144	Chela J.	0.5	0.8	0.5	0.5	0.2	0.5
1145	Mayer L.	0.9714285714285714	0.9827586206896551	0.9166666666666666	0.02857142857142857	0.017241379310344827	0.08333333333333333
1146	Baker J.	0.5	0.5	0.8	0.5	0.5	0.2
1147	Knowle J.	0.8	0.75	0.8333333333333334	0.2	0.25	0.16666666666666666
1148	Tavares L.	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5
1149	Weiner G.	0.9	0.5	0.75	0.1	0.5	0.25
1150	van Lottum J.	0.8571428571428571	0.9	0.8333333333333334	0.14285714285714285	0.1	0.16666666666666666
1151	Jones A.	0.75	0.5	0.5	0.25	0.5	0.5
1152	Smith A.	0.5	0.5	0.5	0.5	0.5	0.5
1153	Van Lottum J.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1154	Kumantsov A.	0.5	0.5	0.5	0.5	0.5	0.5
1155	Schoorel T.	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5
1156	Huta Galung J.	0.75	0.6666666666666666	0.75	0.25	0.3333333333333333	0.25
1157	Marin L.	0.5	0.5	0.5	0.5	0.5	0.5
1158	Ketola T.	0.75	0.5	0.5	0.25	0.5	0.5
1159	Zverev A.	0.96875	0.9565217391304348	0.9230769230769231	0.03125	0.043478260869565216	0.07692307692307693
1160	Braga P.	0.5	0.5	0.5	0.5	0.5	0.5
1161	Schuttler P.	0.5	0.5	0.5	0.5	0.5	0.5
1162	Lajola D.	0.5	0.5	0.5	0.5	0.5	0.5
1163	Maden Y.	0.5	0.5	0.5	0.5	0.5	0.5
1164	Donati M.	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5
1165	Mackin A.	0.5	0.5	0.5	0.5	0.5	0.5
1166	Reichel A.	0.5	0.5	0.5	0.5	0.5	0.5
1167	Sijsling I.	0.9655172413793104	0.9166666666666666	0.9166666666666666	0.034482758620689655	0.08333333333333333	0.08333333333333333
1168	Walter L.	0.5	0.5	0.5	0.5	0.5	0.5
1169	van der Meer N.	0.5	0.5	0.5	0.5	0.5	0.5
1170	Fidirko N.	0.5	0.5	0.5	0.5	0.5	0.5
1171	Patriarca D.	0.5	0.5	0.5	0.5	0.5	0.5
1172	Ymer E.	0.6666666666666666	0.8571428571428571	0.5	0.3333333333333333	0.14285714285714285	0.5
1173	Dev Varman S.	0.5	0.5	0.5	0.5	0.5	0.5
1174	Martelli M.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1175	Marin J.A	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5
1176	Delgado J.	0.5	0.5	0.875	0.5	0.5	0.125
1177	Slanar M.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1178	Wang J.	0.75	0.75	0.8333333333333334	0.25	0.25	0.16666666666666666
1179	Garcia-Sintes J.	0.5	0.5	0.5	0.5	0.5	0.5
1180	Safwat M.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1181	Fish A.	0.5	0.5	0.5	0.5	0.5	0.5
1182	Mirnyi M.	0.9902912621359223	0.9655172413793104	0.9615384615384616	0.009708737864077669	0.034482758620689655	0.038461538461538464
1183	Niland C.	0.5	0.5	0.5	0.5	0.5	0.5
1184	Bolelli S.	0.9714285714285714	0.975	0.9333333333333333	0.02857142857142857	0.025	0.06666666666666667
1185	Matkowski M.	0.5	0.5	0.5	0.5	0.5	0.5
1186	Kafelnikov Y.	0.9868421052631579	0.9565217391304348	0.9285714285714286	0.013157894736842105	0.043478260869565216	0.07142857142857142
1187	Mathieu P.H.	0.9897959183673469	0.9895833333333334	0.9545454545454546	0.01020408163265306	0.010416666666666666	0.045454545454545456
1188	Peric T.	0.5	0.5	0.5	0.5	0.5	0.5
1189	Gensse A.	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5
1190	Djere L.	0.5	0.5	0.5	0.5	0.5	0.5
1191	Prashanth V.	0.5	0.5	0.5	0.5	0.5	0.5
1192	Vanni L.	0.6666666666666666	0.8333333333333334	0.5	0.3333333333333333	0.16666666666666666	0.5
1193	Garza D.	0.5	0.5	0.5	0.5	0.5	0.5
1194	Klec I.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1195	Wang Y. Jr	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1196	O'Neal J.	0.5	0.5	0.5	0.5	0.5	0.5
1197	Eleskovic E.	0.5	0.75	0.5	0.5	0.25	0.5
1198	Coria G.	0.9850746268656716	0.9922480620155039	0.9090909090909091	0.014925373134328358	0.007751937984496124	0.09090909090909091
1199	Vanek J.	0.9411764705882353	0.975609756097561	0.6666666666666666	0.058823529411764705	0.024390243902439025	0.3333333333333333
1200	Parmar A.	0.8	0.5	0.875	0.2	0.5	0.125
1201	Ferreira W.	0.98	0.9333333333333333	0.9333333333333333	0.02	0.06666666666666667	0.06666666666666667
1202	Jouan R.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1203	Eysseric J.	0.5	0.5	0.5	0.5	0.5	0.5
1204	Ilkel C.	0.5	0.5	0.5	0.5	0.5	0.5
1205	Hewitt L.	0.996309963099631	0.9841269841269841	0.9893617021276596	0.0036900369003690036	0.015873015873015872	0.010638297872340425
1206	Biryukov M.	0.5	0.5	0.5	0.5	0.5	0.5
1207	Vliegen K.	0.9714285714285714	0.9666666666666667	0.8888888888888888	0.02857142857142857	0.03333333333333333	0.1111111111111111
1208	Lamasine T.	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5
1209	Peppas S.	0.5	0.5	0.5	0.5	0.5	0.5
1210	Qureshi A.U.H.	0.5	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333
1211	Gallardo Valles M.	0.5	0.5	0.5	0.5	0.5	0.5
1212	Mektic N.	0.5	0.75	0.5	0.5	0.25	0.5
1213	Serdarusic N.	0.5	0.5	0.5	0.5	0.5	0.5
1214	Carretero R.	0.5	0.5	0.5	0.5	0.5	0.5
1215	Popp T.	0.5	0.5	0.5	0.5	0.5	0.5
1216	Samper-Montana J.	0.5	0.5	0.5	0.5	0.5	0.5
1217	Portas A.	0.875	0.9838709677419355	0.5	0.125	0.016129032258064516	0.5
1218	Harrison R.	0.9827586206896551	0.8571428571428571	0.9230769230769231	0.017241379310344827	0.14285714285714285	0.07692307692307693
1219	Mahut N.	0.987012987012987	0.9375	0.9836065573770492	0.012987012987012988	0.0625	0.01639344262295082
1220	Zib T.	0.9411764705882353	0.9166666666666666	0.875	0.058823529411764705	0.08333333333333333	0.125
1221	Nishikori K.	0.9948186528497409	0.9838709677419355	0.9615384615384616	0.0051813471502590676	0.016129032258064516	0.038461538461538464
1222	Chen T.	0.5	0.5	0.5	0.5	0.5	0.5
1223	Massu N.	0.9824561403508771	0.991869918699187	0.8571428571428571	0.017543859649122806	0.008130081300813009	0.14285714285714285
1224	Lindell C.	0.5	0.75	0.5	0.5	0.25	0.5
1225	Vicente F.	0.9629629629629629	0.98	0.8333333333333334	0.037037037037037035	0.02	0.16666666666666666
1226	Cuevas P.	0.9714285714285714	0.9879518072289156	0.8571428571428571	0.02857142857142857	0.012048192771084338	0.14285714285714285
1227	Ortega-Olmedo R.	0.5	0.5	0.5	0.5	0.5	0.5
1228	Harper-Griffith L.	0.5	0.5	0.5	0.5	0.5	0.5
1229	Bemelmans R.	0.9090909090909091	0.6666666666666666	0.8	0.09090909090909091	0.3333333333333333	0.2
1230	Slabinsky A.	0.5	0.5	0.5	0.5	0.5	0.5
1231	Browne F.	0.75	0.8571428571428571	0.5	0.25	0.14285714285714285	0.5
1232	Rastogi K.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1233	Saville L.	0.5	0.5	0.75	0.5	0.5	0.25
1234	Gustafsson M.	0.8571428571428571	0.9166666666666666	0.75	0.14285714285714285	0.08333333333333333	0.25
1235	Lazov A.	0.5	0.5	0.5	0.5	0.5	0.5
1236	Kutrovsky D.	0.75	0.5	0.5	0.25	0.5	0.5
1237	Wang Y.	0.5	0.5	0.5	0.5	0.5	0.5
1238	Ciorcila P.	0.5	0.5	0.5	0.5	0.5	0.5
1239	Karlovic I.	0.994535519125683	0.9807692307692307	0.9836065573770492	0.00546448087431694	0.019230769230769232	0.01639344262295082
1240	Squillari F.	0.9333333333333333	0.9811320754716981	0.5	0.06666666666666667	0.018867924528301886	0.5
1241	Novikov D.	0.75	0.5	0.6666666666666666	0.25	0.5	0.3333333333333333
1242	Washington M.	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5	0.5
1243	Navarro S.	0.5	0.6666666666666666	0.5	0.5	0.3333333333333333	0.5
